time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
8.102438,-0.7882,0.8221,-3.2016,3.398
8.107098,-0.6862,0.7018,-3.1446,3.294
8.120027,-0.3794,0.5022,-3.0552,3.119
8.121160,0.0460,0.1996,-2.8667,2.874
8.121593,0.4750,-0.1388,-2.5935,2.640
8.126458,0.7929,-0.3937,-2.3122,2.476
8.132956,1.0381,-0.5127,-2.0561,2.360
8.137270,1.2154,-0.4625,-1.7965,2.218
8.143866,1.2863,-0.2866,-1.5905,2.066
8.147127,1.2407,-0.0090,-1.3665,1.846
8.152825,1.0924,0.3177,-1.1053,1.586
8.156935,0.8982,0.6026,-0.8690,1.388
8.162865,0.7111,0.7500,-0.6385,1.215
8.167079,0.6317,0.7403,-0.4468,1.071
8.173434,0.7278,0.6113,-0.2650,0.987
8.177114,0.9090,0.4387,-0.0875,1.013
8.184376,1.0848,0.1838,0.0763,1.103
8.189637,1.1500,-0.1155,0.2265,1.178
8.193229,1.1244,-0.3728,0.2628,1.213
8.196919,1.0659,-0.4496,0.2520,1.184
8.201710,0.9701,-0.3603,0.1752,1.050
8.207250,0.8897,-0.1669,0.1228,0.914
8.213690,0.8392,0.0162,0.0947,0.845
8.217423,0.8141,0.1461,0.0477,0.828
8.221375,0.7956,0.1989,0.0488,0.822
8.229191,0.7029,0.1792,0.0931,0.731
8.231142,0.5697,0.1062,0.1424,0.597
8.237287,0.4480,0.0226,0.2305,0.504
8.243463,0.3227,-0.0285,0.3286,0.461
8.246869,0.1401,-0.0185,0.4225,0.445
8.252142,-0.0718,0.0670,0.4642,0.475
8.256689,-0.2700,0.1946,0.4156,0.532
8.263194,-0.4017,0.3117,0.3771,0.633
8.268685,-0.5002,0.3565,0.3390,0.702
8.271844,-0.5701,0.3433,0.2581,0.714
8.277569,-0.6734,0.3059,0.2350,0.776
8.282791,-0.7384,0.2585,0.2073,0.809
8.288447,-0.7319,0.1917,0.1608,0.773
8.293235,-0.6732,0.0625,0.0715,0.680
8.298667,-0.5192,-0.1624,-0.0606,0.547
8.303772,-0.3413,-0.3822,-0.2021,0.551
8.307687,-0.1972,-0.5107,-0.3148,0.631
8.312668,-0.0438,-0.5143,-0.4084,0.658
8.317391,0.0951,-0.4742,-0.5023,0.697
8.326755,0.2149,-0.4524,-0.5583,0.750
8.327737,0.2778,-0.4393,-0.5334,0.745
8.339355,0.2405,-0.3439,-0.4183,0.593
8.340013,0.1843,-0.2236,-0.2464,0.380
8.344996,0.1427,-0.1122,-0.0848,0.200
8.348807,0.1635,-0.0910,0.0809,0.204
8.353442,0.1611,-0.1602,0.2175,0.315
8.358479,0.1497,-0.2292,0.3539,0.447
8.363288,0.1720,-0.2458,0.3946,0.496
8.368566,0.2088,-0.1959,0.3973,0.490
8.373390,0.2455,-0.1272,0.4767,0.551
8.376765,0.2576,-0.0205,0.5274,0.587
8.385248,0.2398,0.1341,0.5110,0.580
8.388668,0.2108,0.2889,0.5377,0.646
8.391939,0.2760,0.3720,0.5833,0.745
8.397397,0.4640,0.2877,0.6673,0.862
8.403541,0.7084,0.0546,0.7849,1.059
8.408708,0.8805,-0.1457,0.8552,1.236
8.418657,0.9669,-0.2277,0.8592,1.313
8.419580,0.9919,-0.2207,0.8785,1.343
8.423738,0.9553,-0.1820,0.9177,1.337
8.428867,0.8331,-0.1447,0.8955,1.232
8.432659,0.7063,-0.0845,0.8211,1.086
8.438519,0.5314,-0.0058,0.7520,0.921
8.442867,0.3030,0.1108,0.6783,0.751
8.447942,0.0881,0.2271,0.5857,0.634
8.452796,-0.0991,0.3051,0.4932,0.588
8.458052,-0.2444,0.2825,0.4583,0.591
8.463224,-0.3766,0.1738,0.4188,0.589
8.469220,-0.4910,0.0507,0.3508,0.606
8.474247,-0.5874,-0.0393,0.2832,0.653
8.478315,-0.6991,-0.0722,0.2159,0.735
8.484078,-0.7829,-0.1007,0.1442,0.802
8.489370,-0.8578,-0.0724,0.0634,0.863
8.493864,-0.9228,-0.0208,-0.0792,0.926
8.500797,-0.9387,0.0106,-0.2308,0.967
8.504382,-0.8713,0.0172,-0.3530,0.940
8.511911,-0.7538,0.0082,-0.4173,0.862
8.512849,-0.6197,0.0128,-0.4859,0.788
8.519116,-0.4737,0.0214,-0.5590,0.733
8.530416,-0.3635,0.0675,-0.6556,0.753
8.531488,-0.2466,0.1658,-0.7185,0.778
8.532653,-0.1428,0.2924,-0.7047,0.776
8.538435,-0.0198,0.4141,-0.7053,0.818
8.542997,0.0736,0.5312,-0.7491,0.921
8.549047,0.1226,0.6344,-0.8313,1.053
8.554126,0.1697,0.7288,-0.8995,1.170
8.558374,0.1953,0.8195,-0.9920,1.301
8.564077,0.2426,0.8874,-1.0658,1.408
8.567886,0.3219,0.8991,-1.1066,1.462
8.573749,0.3472,0.8308,-1.1481,1.459
8.578784,0.3520,0.7113,-1.1326,1.383
8.584211,0.3605,0.5548,-1.0604,1.250
8.588114,0.3919,0.3850,-0.9361,1.085
8.593437,0.4272,0.1872,-0.8073,0.932
8.599345,0.4668,-0.0009,-0.7360,0.872
8.604040,0.4971,-0.1607,-0.7219,0.891
8.607974,0.4849,-0.2349,-0.7408,0.916
8.613677,0.4207,-0.1855,-0.8073,0.929
8.618549,0.3041,0.0164,-0.8733,0.925
8.628333,0.1873,0.2848,-0.9631,1.022
8.629345,0.1130,0.4911,-1.0481,1.163
8.636531,0.0429,0.5543,-1.1190,1.249
8.639696,-0.0280,0.4938,-1.1376,1.240
8.645279,-0.0860,0.3675,-1.1039,1.167
8.649877,-0.0454,0.2228,-1.0179,1.043
8.653313,0.0750,0.0021,-0.9416,0.945
8.660402,0.2089,-0.2662,-0.9131,0.974
8.664435,0.2946,-0.5009,-0.8702,1.046
8.669100,0.2603,-0.6162,-0.7744,1.023
8.673413,0.1628,-0.6411,-0.5971,0.891
8.679233,0.0254,-0.6284,-0.3860,0.738
8.685094,-0.1953,-0.6451,-0.2463,0.718
8.688827,-0.4323,-0.7151,-0.2163,0.863
8.695637,-0.7281,-0.7760,-0.2336,1.089
8.699629,-1.0776,-0.7564,-0.2455,1.339
8.703808,-1.4911,-0.5988,-0.2377,1.624
8.712053,-1.9401,-0.2462,-0.3965,1.995
8.714764,-2.2797,0.2628,-0.8988,2.464
8.719938,-2.3634,0.7938,-1.5051,2.912
8.730716,-2.0978,1.2273,-2.0721,3.194
8.731902,-1.4668,1.4059,-2.5237,3.240
8.734653,-0.5848,1.3309,-2.8416,3.192
8.739619,0.4237,1.0516,-3.0648,3.268
8.743894,1.4753,0.6558,-3.0937,3.490
8.751012,2.4721,0.2452,-3.0006,3.895
8.758166,3.3452,-0.1652,-2.8048,4.369
8.759429,4.0260,-0.5223,-2.4972,4.766
8.764338,4.4702,-0.7879,-2.1493,5.022
8.768786,4.6627,-0.8762,-1.7467,5.056
8.773760,4.6355,-0.8022,-1.2029,4.856
8.783827,4.4346,-0.5571,-0.5223,4.500
8.786122,4.0821,-0.1947,0.1665,4.090
8.792190,3.5389,0.2405,0.7494,3.625
8.800358,2.8686,0.7087,1.0649,3.141
8.801356,2.1512,1.2792,1.0279,2.706
8.805068,1.4768,1.9839,0.8163,2.604
8.808879,0.9735,2.6927,0.5449,2.915
8.815936,0.7254,3.2811,0.1991,3.366
8.828682,0.5906,3.6974,-0.1882,3.749
8.829681,0.4842,4.0004,-0.6416,4.080
8.830403,0.4166,4.3109,-1.0949,4.467
8.834579,0.4308,4.5918,-1.5246,4.857
8.840030,0.5590,4.7487,-1.7878,5.105
8.844430,0.6424,4.8638,-1.8895,5.257
8.848636,0.6232,5.0663,-2.0308,5.494
8.853761,0.6407,5.3083,-2.1494,5.763
8.859118,0.7234,5.5552,-2.2256,6.028
8.864169,0.9569,5.7632,-2.3019,6.279
8.869451,1.3316,5.8884,-2.4543,6.517
8.875064,1.7993,5.8106,-2.5817,6.608
8.881043,2.3062,5.5346,-2.6696,6.563
8.884455,2.8609,5.1273,-2.7749,6.494
8.888540,3.4532,4.5600,-2.8783,6.403
8.894744,3.9526,3.8618,-2.9700,6.274
8.899159,4.1951,2.9563,-3.0166,5.953
8.904554,4.1556,1.8633,-3.0564,5.485
8.910115,3.8999,0.6360,-3.0609,4.998
8.914890,3.6073,-0.5624,-2.8773,4.648
8.921276,3.3945,-1.6640,-2.5781,4.576
8.924980,3.2849,-2.8212,-2.5037,5.002
8.929347,3.1308,-3.9949,-2.3338,5.586
8.934605,2.8030,-5.0319,-2.0975,6.130
8.940051,2.3579,-5.9414,-1.6758,6.608
8.944710,1.6684,-6.7800,-0.8830,7.038
8.950378,0.3237,-7.5271,0.1980,7.537
8.954449,-1.9611,-8.0237,1.1881,8.345
8.960207,-5.0470,-8.0397,1.9529,9.691
8.966076,-8.6125,-7.0931,2.6845,11.476
8.970381,-12.3797,-5.0576,3.4460,13.810
8.974954,-16.0369,-2.1672,4.0380,16.679
8.988063,-18.9377,0.7080,4.5107,19.480
8.989497,-20.8013,2.9626,4.4259,21.472
8.990720,-21.2861,4.4084,3.7857,22.065
8.999952,-20.1933,4.8008,2.9025,20.958
9.001423,-17.5084,3.9733,2.3555,18.107
9.005775,-13.5587,2.1714,1.8712,13.858
9.010823,-8.8427,-0.1581,0.9801,8.898
9.020162,-3.8151,-2.5625,-0.1032,4.597
9.020623,1.0386,-4.5177,-1.0263,4.748
9.027730,5.1425,-5.7773,-1.6088,7.900
9.030761,8.1518,-6.3721,-1.9387,10.527
9.038298,10.2897,-6.3957,-2.1179,12.299
9.040958,11.7062,-6.0277,-1.8798,13.300
9.044719,12.2483,-5.3381,-1.1783,13.413
9.050486,11.8848,-4.3739,-0.4881,12.673
9.056175,10.8674,-3.3513,-0.1151,11.373
9.060699,9.5754,-2.7355,0.2382,9.961
9.074420,8.1352,-2.5807,0.7212,8.565
9.075267,6.5776,-2.5008,1.2632,7.149
9.075920,4.8523,-2.2976,1.6406,5.614
9.086347,3.0195,-2.0353,1.8979,4.106
9.087370,1.1828,-1.8214,2.0027,2.954
9.090486,-0.5931,-1.5808,1.9511,2.580
9.096273,-2.2006,-1.3861,1.7627,3.142
9.101170,-3.5850,-1.1701,1.5713,4.085
9.106523,-4.7165,-0.9040,1.4102,5.005
9.110772,-5.4795,-0.7452,1.2743,5.675
9.117375,-5.6909,-0.7602,1.1011,5.846
9.127367,-5.3306,-0.8151,0.9240,5.471
9.128394,-4.5697,-0.9052,0.7333,4.716
9.132257,-3.6139,-0.9160,0.5146,3.764
9.137692,-2.6694,-0.8191,0.3636,2.816
9.141502,-1.8341,-0.6097,0.2850,1.954
9.145343,-1.1769,-0.3641,0.2119,1.250
9.151244,-0.6226,-0.1588,0.1345,0.656
9.155191,-0.0150,-0.2178,0.0768,0.231
9.162650,0.5248,-0.6071,0.1485,0.816
9.166788,0.9374,-1.0477,0.3922,1.460
9.172376,1.1830,-1.2657,0.6735,1.859
9.175396,1.3428,-1.3036,0.8725,2.065
9.180481,1.4896,-1.1758,1.0419,2.165
9.185962,1.6533,-0.9260,1.3349,2.318
9.190971,1.7922,-0.6079,1.7420,2.572
9.196119,1.7356,-0.2904,2.1153,2.752
9.200843,1.5001,-0.1045,2.4889,2.908
9.206693,1.1490,-0.1525,2.9827,3.200
9.215428,0.7149,-0.3923,3.6879,3.777
9.216339,0.2592,-0.5762,4.2507,4.297
9.226857,-0.1085,-0.5998,4.5138,4.555
9.227558,-0.3302,-0.4735,4.3914,4.429
9.231897,-0.3964,-0.2548,4.1183,4.145
9.235323,-0.2461,-0.1014,3.7473,3.757
9.241673,-0.0625,-0.1268,3.0967,3.100
9.246463,0.1109,-0.3236,2.3142,2.339
9.251562,0.2022,-0.4447,1.5522,1.627
9.256094,0.3644,-0.4882,0.8771,1.068
9.261108,0.5354,-0.5668,0.3645,0.861
9.266035,0.6725,-0.7276,0.0284,0.991
9.271608,0.7617,-0.9367,-0.1938,1.223
9.276826,0.8994,-1.1945,-0.2734,1.520
9.281859,0.9899,-1.3917,-0.1960,1.719
9.287647,0.9331,-1.4238,-0.0670,1.704
9.290387,0.8007,-1.3588,0.0902,1.580
9.296380,0.7322,-1.3891,0.2517,1.590
9.301162,0.7753,-1.6011,0.5086,1.850
9.306377,0.8816,-1.8224,0.6694,2.132
9.310347,0.9599,-1.9236,0.7391,2.273
9.316191,0.9468,-1.8663,0.8133,2.245
9.325839,0.8314,-1.7264,0.9302,2.130
