 (0.355000+0.000000j), (-0.004530-0.000000j), (-0.034396+0.000000j), (-25.792548+0.000000j)
 (0.356250+0.000000j), (-0.004526-0.000000j), (-0.034384-0.000000j), (-25.786202-0.000000j)
 (0.357500+0.000000j), (-0.004522-0.000000j), (-0.034372+0.000000j), (-25.779859+0.000000j)
 (0.358750+0.000000j), (-0.004519-0.000000j), (-0.034360-0.000000j), (-25.773517+0.000000j)
 (0.360000+0.000000j), (-0.004515-0.000000j), (-0.034348-0.000000j), (-25.767178+0.000000j)
 (0.361250+0.000000j), (-0.004511-0.000000j), (-0.034336-0.000000j), (-25.760842-0.000000j)
 (0.362500+0.000000j), (-0.004508-0.000000j), (-0.034324-0.000000j), (-25.754509+0.000000j)
 (0.363750+0.000000j), (-0.004504-0.000000j), (-0.034312-0.000000j), (-25.748177+0.000000j)
 (0.365000+0.000000j), (-0.004500-0.000000j), (-0.034300-0.000000j), (-25.741848+0.000000j)
 (0.366250+0.000000j), (-0.004497-0.000000j), (-0.034288-0.000000j), (-25.735522+0.000000j)
 (0.367500+0.000000j), (-0.004493-0.000000j), (-0.034276+0.000000j), (-25.729198+0.000000j)
 (0.368750+0.000000j), (-0.004489-0.000000j), (-0.034264+0.000000j), (-25.722876+0.000000j)
 (0.370000+0.000000j), (-0.004485+0.000000j), (-0.034252-0.000000j), (-25.716558+0.000000j)
 (0.371250+0.000000j), (-0.004482-0.000000j), (-0.034240-0.000000j), (-25.710242+0.000000j)
 (0.372500+0.000000j), (-0.004478-0.000000j), (-0.034228+0.000000j), (-25.703928+0.000000j)
 (0.373750+0.000000j), (-0.004474-0.000000j), (-0.034216-0.000000j), (-25.697617-0.000000j)
 (0.375000+0.000000j), (-0.004471-0.000000j), (-0.034204+0.000000j), (-25.691307+0.000000j)
 (0.376250+0.000000j), (-0.004467-0.000000j), (-0.034192-0.000000j), (-25.685000+0.000000j)
 (0.377500+0.000000j), (-0.004463-0.000000j), (-0.034180-0.000000j), (-25.678694-0.000000j)
 (0.378750+0.000000j), (-0.004460-0.000000j), (-0.034169-0.000000j), (-25.672392+0.000000j)
 (0.380000+0.000000j), (-0.004456-0.000000j), (-0.034157-0.000000j), (-25.666093-0.000000j)
 (0.381250+0.000000j), (-0.004452-0.000000j), (-0.034145-0.000000j), (-25.659798-0.000000j)
 (0.382500+0.000000j), (-0.004449-0.000000j), (-0.034133-0.000000j), (-25.653506+0.000000j)
 (0.383750+0.000000j), (-0.004445-0.000000j), (-0.034121-0.000000j), (-25.647216+0.000000j)
 (0.385000+0.000000j), (-0.004442-0.000000j), (-0.034109+0.000000j), (-25.640930+0.000000j)
 (0.386250+0.000000j), (-0.004438-0.000000j), (-0.034097+0.000000j), (-25.634646-0.000000j)
 (0.387500+0.000000j), (-0.004435-0.000000j), (-0.034086-0.000000j), (-25.628365-0.000000j)
 (0.388750+0.000000j), (-0.004431-0.000000j), (-0.034074-0.000000j), (-25.622086+0.000000j)
 (0.390000+0.000000j), (-0.004427-0.000000j), (-0.034062-0.000000j), (-25.615811-0.000000j)
 (0.391250+0.000000j), (-0.004424-0.000000j), (-0.034050-0.000000j), (-25.609538+0.000000j)
 (0.392500+0.000000j), (-0.004421-0.000000j), (-0.034039-0.000000j), (-25.603269-0.000000j)
 (0.393750+0.000000j), (-0.004417-0.000000j), (-0.034027-0.000000j), (-25.597002-0.000000j)
 (0.395000+0.000000j), (-0.004414-0.000000j), (-0.034015-0.000000j), (-25.590739-0.000000j)
 (0.396250+0.000000j), (-0.004410-0.000000j), (-0.034003+0.000000j), (-25.584478+0.000000j)
 (0.397500+0.000000j), (-0.004406-0.000000j), (-0.033991+0.000000j), (-25.578220+0.000000j)
 (0.398750+0.000000j), (-0.004403-0.000000j), (-0.033979-0.000000j), (-25.571965+0.000000j)
 (0.400000+0.000000j), (-0.004399-0.000000j), (-0.033967+0.000000j), (-25.565711+0.000000j)
 (0.401250+0.000000j), (-0.004396-0.000000j), (-0.033955-0.000000j), (-25.559459+0.000000j)
 (0.402500+0.000000j), (-0.004392-0.000000j), (-0.033943-0.000000j), (-25.553208+0.000000j)
 (0.403750+0.000000j), (-0.004389-0.000000j), (-0.033931-0.000000j), (-25.546958+0.000000j)
 (0.405000+0.000000j), (-0.004385+0.000000j), (-0.033919-0.000000j), (-25.540708-0.000000j)
 (0.406250+0.000000j), (-0.004382-0.000000j), (-0.033907-0.000000j), (-25.534458-0.000000j)
 (0.407500+0.000000j), (-0.004378-0.000000j), (-0.033895-0.000000j), (-25.528209+0.000000j)
 (0.408750+0.000000j), (-0.004375-0.000000j), (-0.033883+0.000000j), (-25.521960+0.000000j)
 (0.410000+0.000000j), (-0.004371-0.000000j), (-0.033871-0.000000j), (-25.515711-0.000000j)
 (0.411250+0.000000j), (-0.004368-0.000000j), (-0.033860-0.000000j), (-25.509463-0.000000j)
 (0.412500+0.000000j), (-0.004364-0.000000j), (-0.033848+0.000000j), (-25.503215+0.000000j)
 (0.413750+0.000000j), (-0.004361-0.000000j), (-0.033836-0.000000j), (-25.496967-0.000000j)
 (0.415000+0.000000j), (-0.004357-0.000000j), (-0.033824-0.000000j), (-25.490720-0.000000j)
 (0.416250+0.000000j), (-0.004354-0.000000j), (-0.033812-0.000000j), (-25.484472-0.000000j)
 (0.417500+0.000000j), (-0.004350-0.000000j), (-0.033800-0.000000j), (-25.478225-0.000000j)
 (0.418750+0.000000j), (-0.004347-0.000000j), (-0.033788-0.000000j), (-25.471978-0.000000j)
 (0.420000+0.000000j), (-0.004343-0.000000j), (-0.033777-0.000000j), (-25.465732+0.000000j)
 (0.421250+0.000000j), (-0.004340-0.000000j), (-0.033765-0.000000j), (-25.459485+0.000000j)
 (0.422500+0.000000j), (-0.004336-0.000000j), (-0.033753-0.000000j), (-25.453237-0.000000j)
 (0.423750+0.000000j), (-0.004333-0.000000j), (-0.033741-0.000000j), (-25.446989+0.000000j)
 (0.425000+0.000000j), (-0.004329-0.000000j), (-0.033730+0.000000j), (-25.440740-0.000000j)
 (0.426250+0.000000j), (-0.004325-0.000000j), (-0.033718-0.000000j), (-25.434490+0.000000j)
 (0.427500+0.000000j), (-0.004322-0.000000j), (-0.033706-0.000000j), (-25.428240-0.000000j)
 (0.428750+0.000000j), (-0.004318-0.000000j), (-0.033694-0.000000j), (-25.421990-0.000000j)
 (0.430000+0.000000j), (-0.004315-0.000000j), (-0.033683-0.000000j), (-25.415740-0.000000j)
 (0.431250+0.000000j), (-0.004311-0.000000j), (-0.033671-0.000000j), (-25.409490+0.000000j)
 (0.432500+0.000000j), (-0.004308-0.000000j), (-0.033659-0.000000j), (-25.403239-0.000000j)
 (0.433750+0.000000j), (-0.004304-0.000000j), (-0.033647-0.000000j), (-25.396988-0.000000j)
 (0.435000+0.000000j), (-0.004301-0.000000j), (-0.033635-0.000000j), (-25.390735-0.000000j)
 (0.436250+0.000000j), (-0.004297-0.000000j), (-0.033624-0.000000j), (-25.384480+0.000000j)
 (0.437500+0.000000j), (-0.004294-0.000000j), (-0.033612+0.000000j), (-25.378224+0.000000j)
 (0.438750+0.000000j), (-0.004290-0.000000j), (-0.033600-0.000000j), (-25.371967+0.000000j)
 (0.440000+0.000000j), (-0.004287-0.000000j), (-0.033589-0.000000j), (-25.365708+0.000000j)
 (0.441250+0.000000j), (-0.004283-0.000000j), (-0.033577+0.000000j), (-25.359449-0.000000j)
 (0.442500+0.000000j), (-0.004279-0.000000j), (-0.033566+0.000000j), (-25.353189+0.000000j)
 (0.443750+0.000000j), (-0.004275-0.000000j), (-0.033554+0.000000j), (-25.346928+0.000000j)
 (0.445000+0.000000j), (-0.004272-0.000000j), (-0.033542+0.000000j), (-25.340666+0.000000j)
 (0.446250+0.000000j), (-0.004268-0.000000j), (-0.033531-0.000000j), (-25.334404+0.000000j)
 (0.447500+0.000000j), (-0.004264-0.000000j), (-0.033519-0.000000j), (-25.328142+0.000000j)
 (0.448750+0.000000j), (-0.004260-0.000000j), (-0.033507-0.000000j), (-25.321880+0.000000j)
 (0.450000+0.000000j), (-0.004256-0.000000j), (-0.033496-0.000000j), (-25.315618+0.000000j)
 (0.451250+0.000000j), (-0.004252-0.000000j), (-0.033484-0.000000j), (-25.309357+0.000000j)
 (0.452500+0.000000j), (-0.004248-0.000000j), (-0.033472-0.000000j), (-25.303095-0.000000j)
 (0.453750+0.000000j), (-0.004244-0.000000j), (-0.033461+0.000000j), (-25.296833+0.000000j)
 (0.455000+0.000000j), (-0.004240-0.000000j), (-0.033449-0.000000j), (-25.290571-0.000000j)
 (0.456250+0.000000j), (-0.004236-0.000000j), (-0.033438-0.000000j), (-25.284309-0.000000j)
 (0.457500+0.000000j), (-0.004232-0.000000j), (-0.033426-0.000000j), (-25.278048-0.000000j)
 (0.458750+0.000000j), (-0.004228-0.000000j), (-0.033415-0.000000j), (-25.271787-0.000000j)
 (0.460000+0.000000j), (-0.004225-0.000000j), (-0.033403-0.000000j), (-25.265528-0.000000j)
 (0.461250+0.000000j), (-0.004221-0.000000j), (-0.033392-0.000000j), (-25.259270+0.000000j)
 (0.462500+0.000000j), (-0.004217-0.000000j), (-0.033381-0.000000j), (-25.253015-0.000000j)
 (0.463750+0.000000j), (-0.004213-0.000000j), (-0.033369-0.000000j), (-25.246761-0.000000j)
 (0.465000+0.000000j), (-0.004209-0.000000j), (-0.033358-0.000000j), (-25.240509+0.000000j)
 (0.466250+0.000000j), (-0.004205-0.000000j), (-0.033347+0.000000j), (-25.234258-0.000000j)
 (0.467500+0.000000j), (-0.004201-0.000000j), (-0.033336-0.000000j), (-25.228009+0.000000j)
 (0.468750+0.000000j), (-0.004197-0.000000j), (-0.033325-0.000000j), (-25.221762-0.000000j)
 (0.470000+0.000000j), (-0.004193-0.000000j), (-0.033313-0.000000j), (-25.215518-0.000000j)
 (0.471250+0.000000j), (-0.004189-0.000000j), (-0.033302-0.000000j), (-25.209276+0.000000j)
 (0.472500+0.000000j), (-0.004186-0.000000j), (-0.033291-0.000000j), (-25.203035+0.000000j)
 (0.473750+0.000000j), (-0.004182-0.000000j), (-0.033279+0.000000j), (-25.196797+0.000000j)
 (0.475000+0.000000j), (-0.004178-0.000000j), (-0.033268+0.000000j), (-25.190560+0.000000j)
 (0.476250+0.000000j), (-0.004174-0.000000j), (-0.033257-0.000000j), (-25.184325+0.000000j)
 (0.477500+0.000000j), (-0.004170-0.000000j), (-0.033246-0.000000j), (-25.178092+0.000000j)
 (0.478750+0.000000j), (-0.004166-0.000000j), (-0.033234-0.000000j), (-25.171861-0.000000j)
 (0.480000+0.000000j), (-0.004162-0.000000j), (-0.033223-0.000000j), (-25.165633-0.000000j)
 (0.481250+0.000000j), (-0.004158-0.000000j), (-0.033212-0.000000j), (-25.159408+0.000000j)
 (0.482500+0.000000j), (-0.004154-0.000000j), (-0.033201+0.000000j), (-25.153185+0.000000j)
 (0.483750+0.000000j), (-0.004150-0.000000j), (-0.033189+0.000000j), (-25.146965+0.000000j)
 (0.485000+0.000000j), (-0.004147-0.000000j), (-0.033178-0.000000j), (-25.140746+0.000000j)
 (0.486250+0.000000j), (-0.004143-0.000000j), (-0.033166-0.000000j), (-25.134530-0.000000j)
 (0.487500+0.000000j), (-0.004139-0.000000j), (-0.033155-0.000000j), (-25.128315-0.000000j)
 (0.488750+0.000000j), (-0.004136-0.000000j), (-0.033143-0.000000j), (-25.122103-0.000000j)
 (0.490000+0.000000j), (-0.004132-0.000000j), (-0.033132-0.000000j), (-25.115892-0.000000j)
 (0.491250+0.000000j), (-0.004128-0.000000j), (-0.033120-0.000000j), (-25.109684-0.000000j)
 (0.492500+0.000000j), (-0.004124-0.000000j), (-0.033109+0.000000j), (-25.103479+0.000000j)
 (0.493750+0.000000j), (-0.004120-0.000000j), (-0.033097-0.000000j), (-25.097276-0.000000j)
 (0.495000+0.000000j), (-0.004117-0.000000j), (-0.033086-0.000000j), (-25.091075-0.000000j)
 (0.496250+0.000000j), (-0.004113-0.000000j), (-0.033074+0.000000j), (-25.084878+0.000000j)
 (0.497500+0.000000j), (-0.004109-0.000000j), (-0.033062-0.000000j), (-25.078682-0.000000j)
 (0.498750+0.000000j), (-0.004106-0.000000j), (-0.033050-0.000000j), (-25.072489-0.000000j)
 (0.500000+0.000000j), (-0.004102-0.000000j), (-0.033039+0.000000j), (-25.066298+0.000000j)
 (0.501250+0.000000j), (-0.004099-0.000000j), (-0.033027-0.000000j), (-25.060109+0.000000j)
 (0.502500+0.000000j), (-0.004095-0.000000j), (-0.033015-0.000000j), (-25.053922-0.000000j)
 (0.503750+0.000000j), (-0.004091-0.000000j), (-0.033004-0.000000j), (-25.047737-0.000000j)
 (0.505000+0.000000j), (-0.004088-0.000000j), (-0.032992-0.000000j), (-25.041553-0.000000j)
 (0.506250+0.000000j), (-0.004084-0.000000j), (-0.032980-0.000000j), (-25.035372+0.000000j)
 (0.507500+0.000000j), (-0.004080-0.000000j), (-0.032969-0.000000j), (-25.029191+0.000000j)
 (0.508750+0.000000j), (-0.004077-0.000000j), (-0.032957-0.000000j), (-25.023012-0.000000j)
 (0.510000+0.000000j), (-0.004073-0.000000j), (-0.032946-0.000000j), (-25.016834-0.000000j)
 (0.511250+0.000000j), (-0.004069-0.000000j), (-0.032934-0.000000j), (-25.010657-0.000000j)
 (0.512500+0.000000j), (-0.004066-0.000000j), (-0.032922+0.000000j), (-25.004481-0.000000j)
 (0.513750+0.000000j), (-0.004062-0.000000j), (-0.032911-0.000000j), (-24.998305+0.000000j)
 (0.515000+0.000000j), (-0.004059-0.000000j), (-0.032899-0.000000j), (-24.992129-0.000000j)
 (0.516250+0.000000j), (-0.004055-0.000000j), (-0.032888-0.000000j), (-24.985953-0.000000j)
 (0.517500+0.000000j), (-0.004052-0.000000j), (-0.032876-0.000000j), (-24.979777-0.000000j)
 (0.518750+0.000000j), (-0.004049-0.000000j), (-0.032864-0.000000j), (-24.973601+0.000000j)
 (0.520000+0.000000j), (-0.004045-0.000000j), (-0.032852+0.000000j), (-24.967425+0.000000j)
 (0.521250+0.000000j), (-0.004042-0.000000j), (-0.032840-0.000000j), (-24.961249-0.000000j)
 (0.522500+0.000000j), (-0.004038-0.000000j), (-0.032829+0.000000j), (-24.955072+0.000000j)
 (0.523750+0.000000j), (-0.004035-0.000000j), (-0.032817+0.000000j), (-24.948896+0.000000j)
 (0.525000+0.000000j), (-0.004031-0.000000j), (-0.032805-0.000000j), (-24.942719-0.000000j)
 (0.526250+0.000000j), (-0.004028-0.000000j), (-0.032793-0.000000j), (-24.936541-0.000000j)
 (0.527500+0.000000j), (-0.004024-0.000000j), (-0.032781-0.000000j), (-24.930363-0.000000j)
 (0.528750+0.000000j), (-0.004021-0.000000j), (-0.032769-0.000000j), (-24.924183+0.000000j)
 (0.530000+0.000000j), (-0.004017-0.000000j), (-0.032757-0.000000j), (-24.918003-0.000000j)
 (0.531250+0.000000j), (-0.004014-0.000000j), (-0.032745+0.000000j), (-24.911822-0.000000j)
 (0.532500+0.000000j), (-0.004011-0.000000j), (-0.032733-0.000000j), (-24.905642-0.000000j)
 (0.533750+0.000000j), (-0.004007-0.000000j), (-0.032721+0.000000j), (-24.899461+0.000000j)
 (0.535000+0.000000j), (-0.004004-0.000000j), (-0.032709-0.000000j), (-24.893280+0.000000j)
 (0.536250+0.000000j), (-0.004000-0.000000j), (-0.032698-0.000000j), (-24.887099+0.000000j)
 (0.537500+0.000000j), (-0.003997-0.000000j), (-0.032686-0.000000j), (-24.880918-0.000000j)
 (0.538750+0.000000j), (-0.003994-0.000000j), (-0.032674-0.000000j), (-24.874736+0.000000j)
 (0.540000+0.000000j), (-0.003990-0.000000j), (-0.032662-0.000000j), (-24.868555+0.000000j)
 (0.541250+0.000000j), (-0.003987-0.000000j), (-0.032649-0.000000j), (-24.862373-0.000000j)
 (0.542500+0.000000j), (-0.003983-0.000000j), (-0.032637+0.000000j), (-24.856191+0.000000j)
 (0.543750+0.000000j), (-0.003980-0.000000j), (-0.032625-0.000000j), (-24.850010-0.000000j)
 (0.545000+0.000000j), (-0.003976-0.000000j), (-0.032613-0.000000j), (-24.843830+0.000000j)
 (0.546250+0.000000j), (-0.003973-0.000000j), (-0.032601+0.000000j), (-24.837649+0.000000j)
 (0.547500+0.000000j), (-0.003969-0.000000j), (-0.032589+0.000000j), (-24.831470+0.000000j)
 (0.548750+0.000000j), (-0.003966-0.000000j), (-0.032577-0.000000j), (-24.825291+0.000000j)
 (0.550000+0.000000j), (-0.003962-0.000000j), (-0.032565+0.000000j), (-24.819113+0.000000j)
 (0.551250+0.000000j), (-0.003959-0.000000j), (-0.032553-0.000000j), (-24.812937+0.000000j)
 (0.552500+0.000000j), (-0.003955-0.000000j), (-0.032541-0.000000j), (-24.806762-0.000000j)
 (0.553750+0.000000j), (-0.003952-0.000000j), (-0.032529-0.000000j), (-24.800588-0.000000j)
 (0.555000+0.000000j), (-0.003948-0.000000j), (-0.032517-0.000000j), (-24.794416+0.000000j)
 (0.556250+0.000000j), (-0.003945-0.000000j), (-0.032505-0.000000j), (-24.788246-0.000000j)
 (0.557500+0.000000j), (-0.003941-0.000000j), (-0.032492+0.000000j), (-24.782077-0.000000j)
 (0.558750+0.000000j), (-0.003938-0.000000j), (-0.032480-0.000000j), (-24.775909+0.000000j)
 (0.560000+0.000000j), (-0.003934-0.000000j), (-0.032468-0.000000j), (-24.769743+0.000000j)
 (0.561250+0.000000j), (-0.003931-0.000000j), (-0.032456+0.000000j), (-24.763577+0.000000j)
 (0.562500+0.000000j), (-0.003927-0.000000j), (-0.032444-0.000000j), (-24.757412-0.000000j)
 (0.563750+0.000000j), (-0.003924-0.000000j), (-0.032432-0.000000j), (-24.751247+0.000000j)
 (0.565000+0.000000j), (-0.003920-0.000000j), (-0.032420-0.000000j), (-24.745084-0.000000j)
 (0.566250+0.000000j), (-0.003916-0.000000j), (-0.032408-0.000000j), (-24.738921+0.000000j)
 (0.567500+0.000000j), (-0.003913-0.000000j), (-0.032396+0.000000j), (-24.732759+0.000000j)
 (0.568750+0.000000j), (-0.003909-0.000000j), (-0.032384-0.000000j), (-24.726599+0.000000j)
 (0.570000+0.000000j), (-0.003905-0.000000j), (-0.032372-0.000000j), (-24.720440-0.000000j)
 (0.571250+0.000000j), (-0.003901-0.000000j), (-0.032360-0.000000j), (-24.714283-0.000000j)
 (0.572500+0.000000j), (-0.003897-0.000000j), (-0.032348+0.000000j), (-24.708128+0.000000j)
 (0.573750+0.000000j), (-0.003893-0.000000j), (-0.032336-0.000000j), (-24.701975+0.000000j)
 (0.575000+0.000000j), (-0.003889-0.000000j), (-0.032324-0.000000j), (-24.695823-0.000000j)
 (0.576250+0.000000j), (-0.003886-0.000000j), (-0.032312-0.000000j), (-24.689674-0.000000j)
 (0.577500+0.000000j), (-0.003882-0.000000j), (-0.032300+0.000000j), (-24.683525-0.000000j)
 (0.578750+0.000000j), (-0.003878-0.000000j), (-0.032289-0.000000j), (-24.677379-0.000000j)
 (0.580000+0.000000j), (-0.003874-0.000000j), (-0.032277-0.000000j), (-24.671235+0.000000j)
 (0.581250+0.000000j), (-0.003870-0.000000j), (-0.032265-0.000000j), (-24.665092+0.000000j)
 (0.582500+0.000000j), (-0.003866-0.000000j), (-0.032253-0.000000j), (-24.658951-0.000000j)
 (0.583750+0.000000j), (-0.003862-0.000000j), (-0.032241-0.000000j), (-24.652813+0.000000j)
 (0.585000+0.000000j), (-0.003858-0.000000j), (-0.032229+0.000000j), (-24.646676+0.000000j)
 (0.586250+0.000000j), (-0.003854-0.000000j), (-0.032217-0.000000j), (-24.640542+0.000000j)
 (0.587500+0.000000j), (-0.003850-0.000000j), (-0.032205-0.000000j), (-24.634411-0.000000j)
 (0.588750+0.000000j), (-0.003846-0.000000j), (-0.032193-0.000000j), (-24.628281-0.000000j)
 (0.590000+0.000000j), (-0.003842-0.000000j), (-0.032180-0.000000j), (-24.622154-0.000000j)
 (0.591250+0.000000j), (-0.003839-0.000000j), (-0.032168-0.000000j), (-24.616030+0.000000j)
 (0.592500+0.000000j), (-0.003835-0.000000j), (-0.032156+0.000000j), (-24.609907-0.000000j)
 (0.593750+0.000000j), (-0.003831-0.000000j), (-0.032144+0.000000j), (-24.603785+0.000000j)
 (0.595000+0.000000j), (-0.003827-0.000000j), (-0.032132-0.000000j), (-24.597665+0.000000j)
 (0.596250+0.000000j), (-0.003823-0.000000j), (-0.032119-0.000000j), (-24.591545+0.000000j)
 (0.597500+0.000000j), (-0.003819-0.000000j), (-0.032107-0.000000j), (-24.585427+0.000000j)
 (0.598750+0.000000j), (-0.003815-0.000000j), (-0.032095-0.000000j), (-24.579310+0.000000j)
 (0.600000+0.000000j), (-0.003811-0.000000j), (-0.032083+0.000000j), (-24.573193-0.000000j)
 (0.601250+0.000000j), (-0.003808-0.000000j), (-0.032072-0.000000j), (-24.567078-0.000000j)
 (0.602500+0.000000j), (-0.003804-0.000000j), (-0.032060-0.000000j), (-24.560963-0.000000j)
 (0.603750+0.000000j), (-0.003800-0.000000j), (-0.032048-0.000000j), (-24.554849-0.000000j)
 (0.605000+0.000000j), (-0.003796-0.000000j), (-0.032036-0.000000j), (-24.548736+0.000000j)
 (0.606250+0.000000j), (-0.003792-0.000000j), (-0.032025-0.000000j), (-24.542625-0.000000j)
 (0.607500+0.000000j), (-0.003789-0.000000j), (-0.032013-0.000000j), (-24.536514-0.000000j)
 (0.608750+0.000000j), (-0.003785-0.000000j), (-0.032001-0.000000j), (-24.530404+0.000000j)
 (0.610000+0.000000j), (-0.003781-0.000000j), (-0.031989-0.000000j), (-24.524295+0.000000j)
 (0.611250+0.000000j), (-0.003777-0.000000j), (-0.031978-0.000000j), (-24.518186-0.000000j)
 (0.612500+0.000000j), (-0.003774-0.000000j), (-0.031966+0.000000j), (-24.512077-0.000000j)
 (0.613750+0.000000j), (-0.003770-0.000000j), (-0.031954-0.000000j), (-24.505969-0.000000j)
 (0.615000+0.000000j), (-0.003766-0.000000j), (-0.031942+0.000000j), (-24.499862+0.000000j)
 (0.616250+0.000000j), (-0.003762-0.000000j), (-0.031930-0.000000j), (-24.493754+0.000000j)
 (0.617500+0.000000j), (-0.003758-0.000000j), (-0.031918-0.000000j), (-24.487646+0.000000j)
 (0.618750+0.000000j), (-0.003754-0.000000j), (-0.031907-0.000000j), (-24.481539+0.000000j)
 (0.620000+0.000000j), (-0.003751-0.000000j), (-0.031895+0.000000j), (-24.475431+0.000000j)
 (0.621250+0.000000j), (-0.003747-0.000000j), (-0.031884-0.000000j), (-24.469324-0.000000j)
 (0.622500+0.000000j), (-0.003743-0.000000j), (-0.031872-0.000000j), (-24.463217+0.000000j)
 (0.623750+0.000000j), (-0.003740-0.000000j), (-0.031860+0.000000j), (-24.457110+0.000000j)
 (0.625000+0.000000j), (-0.003736-0.000000j), (-0.031849-0.000000j), (-24.451003+0.000000j)
 (0.626250+0.000000j), (-0.003733-0.000000j), (-0.031837-0.000000j), (-24.444896+0.000000j)
 (0.627500+0.000000j), (-0.003729-0.000000j), (-0.031826+0.000000j), (-24.438789+0.000000j)
 (0.628750+0.000000j), (-0.003726-0.000000j), (-0.031814-0.000000j), (-24.432682-0.000000j)
 (0.630000+0.000000j), (-0.003722-0.000000j), (-0.031803-0.000000j), (-24.426576-0.000000j)
 (0.631250+0.000000j), (-0.003719-0.000000j), (-0.031791-0.000000j), (-24.420471+0.000000j)
 (0.632500+0.000000j), (-0.003715-0.000000j), (-0.031779-0.000000j), (-24.414366-0.000000j)
 (0.633750+0.000000j), (-0.003712-0.000000j), (-0.031768+0.000000j), (-24.408262+0.000000j)
 (0.635000+0.000000j), (-0.003708-0.000000j), (-0.031756-0.000000j), (-24.402159+0.000000j)
 (0.636250+0.000000j), (-0.003704-0.000000j), (-0.031745-0.000000j), (-24.396055-0.000000j)
