 (2.218370+0.000000j), (-0.120618+0.000000j), (0.024404+0.000000j), (-0.064134+0.000000j)
 (2.219620+0.000000j), (0.024846-0.000000j), (-0.508358-0.000000j), (-0.423906-0.000000j)
 (2.220870+0.000000j), (0.063441+0.000000j), (0.051359-0.000000j), (-0.273935+0.000000j)
 (2.222120+0.000000j), (0.497085-0.000000j), (0.381418+0.000000j), (-0.918961-0.000000j)
 (2.223380+0.000000j), (-0.066094-0.000000j), (0.270438-0.000000j), (0.086401+0.000000j)
 (2.224630+0.000000j), (-0.305186+0.000000j), (0.299290-0.000000j), (1.367364+0.000000j)
 (2.225880+0.000000j), (-0.573376-0.000000j), (0.397057+0.000000j), (0.110107-0.000000j)
 (2.227130+0.000000j), (-1.606204+0.000000j), (0.721503-0.000000j), (-0.863930-0.000000j)
 (2.228380+0.000000j), (-0.545172-0.000000j), (0.439381+0.000000j), (-0.396839+0.000000j)
 (2.229640+0.000000j), (0.182282+0.000000j), (0.217027-0.000000j), (-0.867063-0.000000j)
 (2.230890+0.000000j), (-0.279775-0.000000j), (0.594152+0.000000j), (0.030450-0.000000j)
 (2.232140+0.000000j), (-0.768004+0.000000j), (1.591631+0.000000j), (1.331313+0.000000j)
 (2.233390+0.000000j), (-0.300334-0.000000j), (0.466173-0.000000j), (0.152272-0.000000j)
 (2.234640+0.000000j), (0.081877-0.000000j), (-0.530240+0.000000j), (-0.838688+0.000000j)
 (2.235900+0.000000j), (-0.070275-0.000000j), (-0.048518+0.000000j), (-0.286026-0.000000j)
 (2.237150+0.000000j), (0.097146+0.000000j), (-0.069917-0.000000j), (0.109980+0.000000j)
 (2.238400+0.000000j), (-0.252208-0.000000j), (0.162260+0.000000j), (-0.265059-0.000000j)
 (2.239650+0.000000j), (-0.707380+0.000000j), (0.283695-0.000000j), (-0.676928-0.000000j)
 (2.240900+0.000000j), (-0.518514-0.000000j), (0.477698+0.000000j), (-0.625280+0.000000j)
 (2.242150+0.000000j), (-0.698129+0.000000j), (1.101192-0.000000j), (-1.072403-0.000000j)
 (2.243410+0.000000j), (-0.441170-0.000000j), (0.583831+0.000000j), (-0.622665+0.000000j)
 (2.244660+0.000000j), (-0.290559+0.000000j), (0.277051-0.000000j), (-0.202326-0.000000j)
 (2.245910+0.000000j), (-0.363847-0.000000j), (0.372861+0.000000j), (-0.601363+0.000000j)
 (2.247160+0.000000j), (-0.755800+0.000000j), (0.749577-0.000000j), (-1.438788-0.000000j)
 (2.248410+0.000000j), (-0.243315+0.000000j), (0.247309+0.000000j), (-0.791041+0.000000j)
 (2.249670+0.000000j), (0.429480-0.000000j), (-0.427153-0.000000j), (-0.207851+0.000000j)
 (2.250920+0.000000j), (0.060961+0.000000j), (-0.110050+0.000000j), (-0.584315+0.000000j)
 (2.252170+0.000000j), (-0.409327-0.000000j), (-0.069958-0.000000j), (-1.430313+0.000000j)
 (2.253420+0.000000j), (-0.002212+0.000000j), (0.255066+0.000000j), (-0.782657-0.000000j)
 (2.254670+0.000000j), (0.785107-0.000000j), (1.154828-0.000000j), (-0.297161+0.000000j)
 (2.255930+0.000000j), (0.216951+0.000000j), (0.326977+0.000000j), (-0.297190-0.000000j)
 (2.257180+0.000000j), (-0.324566-0.000000j), (-0.740530-0.000000j), (-0.325774+0.000000j)
 (2.258430+0.000000j), (-0.297055-0.000000j), (-0.381684-0.000000j), (-0.219255+0.000000j)
 (2.259680+0.000000j), (-0.254102+0.000000j), (-0.447069+0.000000j), (0.079050-0.000000j)
 (2.260930+0.000000j), (-0.588906+0.000000j), (0.142086-0.000000j), (-0.220965+0.000000j)
 (2.262190+0.000000j), (-1.822584+0.000000j), (1.477206+0.000000j), (-0.611422-0.000000j)
 (2.263440+0.000000j), (-0.753858+0.000000j), (0.553252-0.000000j), (-0.716909-0.000000j)
 (2.264690+0.000000j), (0.744871-0.000000j), (-0.715567-0.000000j), (-1.352426+0.000000j)
 (2.265940+0.000000j), (0.197848+0.000000j), (-0.289831+0.000000j), (-1.022134-0.000000j)
 (2.267190+0.000000j), (-0.704614-0.000000j), (0.371137-0.000000j), (-1.502870-0.000000j)
 (2.268440+0.000000j), (-0.298408-0.000000j), (0.046903+0.000000j), (-0.430293+0.000000j)
 (2.269700+0.000000j), (0.339708+0.000000j), (-0.730871-0.000000j), (1.350055-0.000000j)
 (2.270950+0.000000j), (0.178388-0.000000j), (-0.218379+0.000000j), (0.788517+0.000000j)
 (2.272200+0.000000j), (0.040094+0.000000j), (0.645835-0.000000j), (-0.024960+0.000000j)
 (2.273450+0.000000j), (-0.138033-0.000000j), (0.474791+0.000000j), (0.174839-0.000000j)
 (2.274700+0.000000j), (-0.699967+0.000000j), (0.331939-0.000000j), (0.640338-0.000000j)
 (2.275960+0.000000j), (-0.324180-0.000000j), (0.287157+0.000000j), (0.487719-0.000000j)
 (2.277210+0.000000j), (0.322409+0.000000j), (0.305906-0.000000j), (0.342734+0.000000j)
 (2.278460+0.000000j), (0.141027-0.000000j), (0.352198+0.000000j), (0.208901-0.000000j)
 (2.279710+0.000000j), (-0.320539-0.000000j), (0.650479-0.000000j), (0.016569+0.000000j)
 (2.280960+0.000000j), (-0.246723+0.000000j), (0.529715+0.000000j), (-0.024363-0.000000j)
 (2.282220+0.000000j), (-0.396838-0.000000j), (0.729173+0.000000j), (0.074139-0.000000j)
 (2.283470+0.000000j), (-0.045922+0.000000j), (0.265095-0.000000j), (-0.293931+0.000000j)
 (2.284720+0.000000j), (0.584123-0.000000j), (-0.579047+0.000000j), (-1.219764-0.000000j)
 (2.285970+0.000000j), (0.537544+0.000000j), (-0.523092-0.000000j), (-1.142395+0.000000j)
 (2.287220+0.000000j), (0.283482+0.000000j), (-0.316275+0.000000j), (-1.281402-0.000000j)
 (2.288480+0.000000j), (0.431160-0.000000j), (-0.308060-0.000000j), (-1.168139-0.000000j)
 (2.289730+0.000000j), (0.935019+0.000000j), (-0.285286+0.000000j), (-1.678447+0.000000j)
 (2.290980+0.000000j), (0.705609-0.000000j), (-0.364451+0.000000j), (-1.066674+0.000000j)
 (2.292230+0.000000j), (-0.001971-0.000000j), (-0.624092-0.000000j), (-0.176952-0.000000j)
 (2.293480+0.000000j), (0.194995+0.000000j), (-0.443509-0.000000j), (0.220957+0.000000j)
 (2.294730+0.000000j), (0.890219-0.000000j), (0.365808+0.000000j), (0.891996+0.000000j)
 (2.295990+0.000000j), (0.765758+0.000000j), (-0.133738-0.000000j), (0.715674-0.000000j)
 (2.297240+0.000000j), (0.374435-0.000000j), (-1.761329+0.000000j), (0.066535-0.000000j)
 (2.298490+0.000000j), (0.156282-0.000000j), (-1.489314-0.000000j), (-0.084056+0.000000j)
 (2.299740+0.000000j), (-0.661307+0.000000j), (-0.436416+0.000000j), (-0.644272+0.000000j)
 (2.300990+0.000000j), (-0.144059+0.000000j), (-0.270366-0.000000j), (-0.408758-0.000000j)
 (2.302250+0.000000j), (1.704824-0.000000j), (-0.336007+0.000000j), (-0.181850-0.000000j)
 (2.303500+0.000000j), (1.439687+0.000000j), (-0.187979-0.000000j), (0.389750-0.000000j)
 (2.304750+0.000000j), (-0.144377+0.000000j), (0.255941+0.000000j), (1.636570+0.000000j)
 (2.306000+0.000000j), (-0.173517-0.000000j), (0.291441+0.000000j), (1.783522+0.000000j)
 (2.307250+0.000000j), (0.555827+0.000000j), (0.338775-0.000000j), (1.577578-0.000000j)
 (2.308510+0.000000j), (0.432570-0.000000j), (0.183281+0.000000j), (1.280898+0.000000j)
 (2.309760+0.000000j), (-0.542686+0.000000j), (-0.222209-0.000000j), (0.086144-0.000000j)
 (2.311010+0.000000j), (-0.367622+0.000000j), (-0.350771+0.000000j), (0.223816-0.000000j)
 (2.312260+0.000000j), (0.742469-0.000000j), (-0.622868+0.000000j), (0.986853+0.000000j)
 (2.313510+0.000000j), (0.854056+0.000000j), (-0.341107-0.000000j), (1.498440-0.000000j)
 (2.314760+0.000000j), (0.356565-0.000000j), (1.027763+0.000000j), (2.517806-0.000000j)
 (2.316020+0.000000j), (0.334017+0.000000j), (1.060324-0.000000j), (2.685126+0.000000j)
 (2.317270+0.000000j), (0.583665-0.000000j), (0.169124+0.000000j), (2.192751+0.000000j)
 (2.318520+0.000000j), (0.523392+0.000000j), (-0.053228+0.000000j), (2.022235-0.000000j)
 (2.319770+0.000000j), (0.100650-0.000000j), (0.049214+0.000000j), (1.617267-0.000000j)
 (2.321020+0.000000j), (-0.095815+0.000000j), (-0.136287-0.000000j), (1.382516-0.000000j)
 (2.322280+0.000000j), (-0.515266-0.000000j), (-0.766089+0.000000j), (0.730824+0.000000j)
 (2.323530+0.000000j), (-0.585009+0.000000j), (-0.873742-0.000000j), (0.648823+0.000000j)
 (2.324780+0.000000j), (-0.354094-0.000000j), (-0.391629+0.000000j), (1.138086-0.000000j)
 (2.326030+0.000000j), (-0.274397+0.000000j), (-0.226953-0.000000j), (1.097292+0.000000j)
 (2.327280+0.000000j), (-0.352529+0.000000j), (0.221788+0.000000j), (0.190273+0.000000j)
 (2.328540+0.000000j), (-0.093265-0.000000j), (0.192995+0.000000j), (-0.010691+0.000000j)
 (2.329790+0.000000j), (1.190417+0.000000j), (-0.700660-0.000000j), (0.267650-0.000000j)
 (2.331040+0.000000j), (1.431408+0.000000j), (-0.877655+0.000000j), (0.254304-0.000000j)
 (2.332290+0.000000j), (-0.002000-0.000000j), (-0.147551-0.000000j), (-0.190928+0.000000j)
 (2.333540+0.000000j), (-0.341300+0.000000j), (0.032210+0.000000j), (-0.354144-0.000000j)
 (2.334800+0.000000j), (-0.047848-0.000000j), (-0.012253-0.000000j), (-0.537566+0.000000j)
 (2.336050+0.000000j), (0.064227+0.000000j), (0.023673+0.000000j), (-0.619543-0.000000j)
 (2.337300+0.000000j), (0.473571+0.000000j), (0.261449-0.000000j), (-0.610685-0.000000j)
 (2.338550+0.000000j), (0.581558-0.000000j), (0.167384+0.000000j), (-0.550467+0.000000j)
 (2.339800+0.000000j), (-0.133462+0.000000j), (-1.110973-0.000000j), (-0.140008-0.000000j)
 (2.341050+0.000000j), (-0.276543+0.000000j), (-1.533948+0.000000j), (0.005496-0.000000j)
 (2.342310+0.000000j), (0.401833-0.000000j), (-0.292658-0.000000j), (-0.479996+0.000000j)
 (2.343560+0.000000j), (0.656715+0.000000j), (0.092231-0.000000j), (-0.717362-0.000000j)
 (2.344810+0.000000j), (0.324131-0.000000j), (0.204300+0.000000j), (-1.502577+0.000000j)
 (2.346060+0.000000j), (0.391283-0.000000j), (0.282536-0.000000j), (-1.885814-0.000000j)
 (2.347310+0.000000j), (1.186032+0.000000j), (-0.381985-0.000000j), (-1.320584+0.000000j)
 (2.348570+0.000000j), (1.506637-0.000000j), (-0.699607+0.000000j), (-1.069244-0.000000j)
 (2.349820+0.000000j), (-0.327615+0.000000j), (-0.775556-0.000000j), (0.325512-0.000000j)
 (2.351070+0.000000j), (-1.069449-0.000000j), (-0.977556+0.000000j), (1.028571-0.000000j)
 (2.352320+0.000000j), (-0.600919-0.000000j), (-0.854679+0.000000j), (-0.517659+0.000000j)
 (2.353570+0.000000j), (-0.644149+0.000000j), (-0.926722-0.000000j), (-0.964955-0.000000j)
 (2.354830+0.000000j), (-0.795809-0.000000j), (-0.447619+0.000000j), (-0.232008+0.000000j)
 (2.356080+0.000000j), (-0.935159+0.000000j), (-0.178095-0.000000j), (0.073503-0.000000j)
 (2.357330+0.000000j), (-0.456798-0.000000j), (1.140225-0.000000j), (-0.263176-0.000000j)
 (2.358580+0.000000j), (-0.242289-0.000000j), (1.997595+0.000000j), (-0.295148+0.000000j)
 (2.359830+0.000000j), (-0.123409+0.000000j), (0.008289-0.000000j), (-0.318788+0.000000j)
 (2.361090+0.000000j), (-0.002496-0.000000j), (-0.759608+0.000000j), (-0.283165+0.000000j)
 (2.362340+0.000000j), (-1.232457+0.000000j), (0.087749-0.000000j), (-0.323996-0.000000j)
 (2.363590+0.000000j), (-2.009171-0.000000j), (0.318663+0.000000j), (-0.279098+0.000000j)
 (2.364840+0.000000j), (-0.678965-0.000000j), (-0.904974+0.000000j), (-0.323773-0.000000j)
 (2.366090+0.000000j), (-0.186800+0.000000j), (-1.730414+0.000000j), (-0.313493+0.000000j)
 (2.367340+0.000000j), (0.033404-0.000000j), (-0.383503-0.000000j), (-1.078242+0.000000j)
 (2.368600+0.000000j), (0.423821+0.000000j), (0.102569-0.000000j), (-1.659410+0.000000j)
 (2.369850+0.000000j), (0.023220+0.000000j), (-0.044728-0.000000j), (-0.078287-0.000000j)
 (2.371100+0.000000j), (0.017283-0.000000j), (0.025181+0.000000j), (0.884820-0.000000j)
 (2.372350+0.000000j), (-0.398111+0.000000j), (-0.017778-0.000000j), (0.773081+0.000000j)
 (2.373600+0.000000j), (-0.687026-0.000000j), (0.021537+0.000000j), (1.444327+0.000000j)
 (2.374860+0.000000j), (-0.727338+0.000000j), (0.153153-0.000000j), (-1.325133-0.000000j)
 (2.376110+0.000000j), (-1.002909-0.000000j), (0.375827+0.000000j), (-3.259122+0.000000j)
 (2.377360+0.000000j), (-0.133153+0.000000j), (-0.628278-0.000000j), (-0.802572-0.000000j)
 (2.378610+0.000000j), (0.473436-0.000000j), (-1.463591+0.000000j), (0.256688+0.000000j)
 (2.379860+0.000000j), (-0.316327+0.000000j), (-0.682124-0.000000j), (-1.152112+0.000000j)
 (2.381120+0.000000j), (-0.715272-0.000000j), (-0.642976+0.000000j), (-2.116029-0.000000j)
 (2.382370+0.000000j), (-0.519246+0.000000j), (-0.054282-0.000000j), (-0.917826-0.000000j)
 (2.383620+0.000000j), (-0.689812-0.000000j), (0.446568-0.000000j), (-0.562893+0.000000j)
 (2.384870+0.000000j), (0.108206+0.000000j), (0.198721+0.000000j), (-0.107956-0.000000j)
 (2.386120+0.000000j), (0.821814-0.000000j), (0.400248-0.000000j), (0.471936+0.000000j)
 (2.387380+0.000000j), (0.150339+0.000000j), (-0.391483+0.000000j), (0.485769-0.000000j)
 (2.388630+0.000000j), (-0.031982-0.000000j), (-1.150660-0.000000j), (1.182918+0.000000j)
 (2.389880+0.000000j), (0.150271+0.000000j), (-0.424464+0.000000j), (-0.054057-0.000000j)
 (2.391130+0.000000j), (0.398946-0.000000j), (-0.320716+0.000000j), (-0.814789+0.000000j)
 (2.392380+0.000000j), (-0.186585+0.000000j), (0.023403-0.000000j), (-0.319807+0.000000j)
 (2.393630+0.000000j), (-0.837974+0.000000j), (0.427105+0.000000j), (-0.350582-0.000000j)
 (2.394890+0.000000j), (0.246917+0.000000j), (0.201367+0.000000j), (-0.218876+0.000000j)
 (2.396140+0.000000j), (1.232710+0.000000j), (0.421976-0.000000j), (-0.441782-0.000000j)
 (2.397390+0.000000j), (0.150747-0.000000j), (-0.320011+0.000000j), (0.383776+0.000000j)
 (2.398640+0.000000j), (-0.495124-0.000000j), (-1.216661+0.000000j), (1.081810-0.000000j)
 (2.399890+0.000000j), (0.085830+0.000000j), (-0.394592-0.000000j), (1.064353+0.000000j)
 (2.401150+0.000000j), (0.369860-0.000000j), (-0.396498+0.000000j), (1.771655+0.000000j)
 (2.402400+0.000000j), (0.375297+0.000000j), (0.294332-0.000000j), (1.295242-0.000000j)
 (2.403650+0.000000j), (0.764576-0.000000j), (1.203340+0.000000j), (1.739646+0.000000j)
 (2.404900+0.000000j), (0.338097+0.000000j), (0.563222-0.000000j), (0.970762-0.000000j)
 (2.406150+0.000000j), (0.376587-0.000000j), (0.735086+0.000000j), (0.431610-0.000000j)
 (2.407410+0.000000j), (-0.012682-0.000000j), (0.239811-0.000000j), (1.135775-0.000000j)
 (2.408660+0.000000j), (-0.405456+0.000000j), (-0.045581+0.000000j), (2.242430+0.000000j)
 (2.409910+0.000000j), (-0.331387-0.000000j), (-0.176413-0.000000j), (1.047678+0.000000j)
 (2.411160+0.000000j), (-0.816997+0.000000j), (-0.923648+0.000000j), (0.451854-0.000000j)
 (2.412410+0.000000j), (-0.214763+0.000000j), (0.125907-0.000000j), (0.928518-0.000000j)
 (2.413670+0.000000j), (0.032821-0.000000j), (1.366410+0.000000j), (2.005338+0.000000j)
 (2.414920+0.000000j), (0.087592-0.000000j), (0.086884-0.000000j), (0.364673-0.000000j)
 (2.416170+0.000000j), (0.454097+0.000000j), (-0.924456+0.000000j), (-1.621990+0.000000j)
 (2.417420+0.000000j), (-0.040048-0.000000j), (-0.203798-0.000000j), (0.252996+0.000000j)
 (2.418670+0.000000j), (-1.035687+0.000000j), (0.069681+0.000000j), (1.625059+0.000000j)
 (2.419920+0.000000j), (0.300131-0.000000j), (-0.116815+0.000000j), (0.793247-0.000000j)
 (2.421180+0.000000j), (1.559904-0.000000j), (-0.443094-0.000000j), (1.158929+0.000000j)
 (2.422430+0.000000j), (0.958348+0.000000j), (0.041282-0.000000j), (0.313062+0.000000j)
 (2.423680+0.000000j), (1.455658-0.000000j), (0.979998+0.000000j), (-0.544799-0.000000j)
 (2.424930+0.000000j), (0.819932+0.000000j), (-0.210651-0.000000j), (0.076798-0.000000j)
 (2.426180+0.000000j), (0.567074+0.000000j), (-1.634569-0.000000j), (0.957526-0.000000j)
 (2.427440+0.000000j), (0.797826-0.000000j), (-0.679397+0.000000j), (-0.207853+0.000000j)
 (2.428690+0.000000j), (2.080653+0.000000j), (-0.799035-0.000000j), (-1.574264+0.000000j)
 (2.429940+0.000000j), (0.191099-0.000000j), (-0.065932+0.000000j), (-0.818229-0.000000j)
 (2.431190+0.000000j), (-2.139761+0.000000j), (0.798221-0.000000j), (-1.177417-0.000000j)
 (2.432440+0.000000j), (-0.603929-0.000000j), (0.461540-0.000000j), (-0.184581-0.000000j)
 (2.433700+0.000000j), (0.011675+0.000000j), (0.741739+0.000000j), (1.339092-0.000000j)
 (2.434950+0.000000j), (0.167502-0.000000j), (0.434501-0.000000j), (0.211642+0.000000j)
 (2.436200+0.000000j), (0.805953-0.000000j), (0.896952+0.000000j), (-0.282782+0.000000j)
 (2.437450+0.000000j), (0.275116+0.000000j), (-0.266530-0.000000j), (-0.567105-0.000000j)
 (2.438700+0.000000j), (-0.023170-0.000000j), (-2.401881+0.000000j), (-1.473573+0.000000j)
 (2.439960+0.000000j), (0.061829+0.000000j), (-0.774357-0.000000j), (-0.851861+0.000000j)
 (2.441210+0.000000j), (0.473677-0.000000j), (0.457825+0.000000j), (-1.224097+0.000000j)
 (2.442460+0.000000j), (-0.148263-0.000000j), (0.051734-0.000000j), (0.005136-0.000000j)
 (2.443710+0.000000j), (-1.138110+0.000000j), (-0.426988-0.000000j), (1.856498-0.000000j)
 (2.444960+0.000000j), (-0.430466-0.000000j), (-0.020042+0.000000j), (1.227677+0.000000j)
 (2.446210+0.000000j), (0.500449+0.000000j), (0.292547-0.000000j), (2.405970-0.000000j)
 (2.447470+0.000000j), (-0.112558-0.000000j), (0.456051+0.000000j), (0.402327+0.000000j)
 (2.448720+0.000000j), (-0.605916+0.000000j), (1.069149-0.000000j), (-2.222887-0.000000j)
 (2.449970+0.000000j), (-0.738519-0.000000j), (0.612075+0.000000j), (-1.149579+0.000000j)
 (2.451220+0.000000j), (-1.390460+0.000000j), (0.321033-0.000000j), (-0.712307-0.000000j)
 (2.452470+0.000000j), (-0.837488-0.000000j), (0.225517+0.000000j), (-0.352549+0.000000j)
 (2.453730+0.000000j), (-0.245586+0.000000j), (-0.088041-0.000000j), (-0.028370-0.000000j)
 (2.454980+0.000000j), (-0.435621-0.000000j), (0.261882-0.000000j), (0.224912+0.000000j)
 (2.456230+0.000000j), (-0.585919-0.000000j), (1.110317+0.000000j), (1.088399+0.000000j)
 (2.457480+0.000000j), (-0.728805+0.000000j), (0.370717-0.000000j), (0.638917+0.000000j)
 (2.458730+0.000000j), (-1.401247-0.000000j), (-0.699045-0.000000j), (0.796717-0.000000j)
 (2.459990+0.000000j), (-0.701240+0.000000j), (-0.475173+0.000000j), (0.201368-0.000000j)
 (2.461240+0.000000j), (0.425393-0.000000j), (-0.792906-0.000000j), (-0.195808+0.000000j)
 (2.462490+0.000000j), (-0.021333+0.000000j), (-0.117425-0.000000j), (-0.646420+0.000000j)
 (2.463740+0.000000j), (-0.650374-0.000000j), (1.026270+0.000000j), (-1.643773-0.000000j)
 (2.464990+0.000000j), (-0.423198-0.000000j), (0.577968-0.000000j), (-1.229122+0.000000j)
 (2.466240+0.000000j), (0.056689-0.000000j), (-0.004283+0.000000j), (-1.008619+0.000000j)
 (2.467500+0.000000j), (-0.185011+0.000000j), (0.074527-0.000000j), (-0.613266-0.000000j)
 (2.468750+0.000000j), (-0.641100-0.000000j), (0.366330+0.000000j), (0.512454-0.000000j)
 (2.470000+0.000000j), (-0.485591+0.000000j), (0.058817+0.000000j), (-0.391844+0.000000j)
 (2.471250+0.000000j), (-0.342436+0.000000j), (-0.669581-0.000000j), (-2.257011-0.000000j)
 (2.472500+0.000000j), (-0.206686-0.000000j), (-0.437158+0.000000j), (-1.642637+0.000000j)
 (2.473760+0.000000j), (-0.024362+0.000000j), (-0.432130-0.000000j), (-1.097541-0.000000j)
 (2.475010+0.000000j), (0.112935-0.000000j), (0.074587+0.000000j), (-0.392382+0.000000j)
 (2.476260+0.000000j), (0.706755+0.000000j), (1.330918-0.000000j), (1.377433-0.000000j)
 (2.477510+0.000000j), (0.269095+0.000000j), (0.703845-0.000000j), (0.579194+0.000000j)
 (2.478760+0.000000j), (-0.617917-0.000000j), (-0.594749+0.000000j), (-0.852598+0.000000j)
 (2.480020+0.000000j), (-0.387756+0.000000j), (-0.432715-0.000000j), (-0.762242-0.000000j)
 (2.481270+0.000000j), (0.336026-0.000000j), (-0.012742+0.000000j), (-0.298119+0.000000j)
 (2.482520+0.000000j), (0.070599-0.000000j), (-0.110617-0.000000j), (-0.387580+0.000000j)
 (2.483770+0.000000j), (-0.580415+0.000000j), (-0.656015+0.000000j), (-0.582261-0.000000j)
 (2.485020+0.000000j), (-0.568487-0.000000j), (-0.407584-0.000000j), (-0.643568+0.000000j)
 (2.486280+0.000000j), (-0.680714+0.000000j), (-0.110373+0.000000j), (-0.987097-0.000000j)
 (2.487530+0.000000j), (-0.377980-0.000000j), (0.256226-0.000000j), (-0.564041+0.000000j)
 (2.488780+0.000000j), (0.250225+0.000000j), (1.239616+0.000000j), (0.553091+0.000000j)
 (2.490030+0.000000j), (0.266724+0.000000j), (0.863091-0.000000j), (0.549162-0.000000j)
 (2.491280+0.000000j), (-0.056104-0.000000j), (-0.208273-0.000000j), (0.712416+0.000000j)
 (2.492530+0.000000j), (0.300479+0.000000j), (-0.289791+0.000000j), (0.310345-0.000000j)
 (2.493790+0.000000j), (1.464414-0.000000j), (-0.348020-0.000000j), (-0.508158-0.000000j)
 (2.495040+0.000000j), (1.350510+0.000000j), (-0.164900+0.000000j), (-0.538770-0.000000j)
 (2.496290+0.000000j), (1.031315-0.000000j), (0.252633+0.000000j), (0.048331+0.000000j)
 (2.497540+0.000000j), (0.693845+0.000000j), (0.267245-0.000000j), (-0.333365-0.000000j)
 (2.498790+0.000000j), (0.104391-0.000000j), (-0.008425+0.000000j), (-1.744859+0.000000j)
 (2.500050+0.000000j), (-0.057784+0.000000j), (0.110462-0.000000j), (-1.472132+0.000000j)
 (2.501300+0.000000j), (-0.325313-0.000000j), (0.566793+0.000000j), (-0.217146-0.000000j)
 (2.502550+0.000000j), (-0.057080+0.000000j), (0.511541+0.000000j), (0.217725+0.000000j)
 (2.503800+0.000000j), (1.116795+0.000000j), (0.046245+0.000000j), (1.149107-0.000000j)
 (2.505050+0.000000j), (0.976674-0.000000j), (0.044513+0.000000j), (0.989238-0.000000j)
 (2.506310+0.000000j), (-0.162878+0.000000j), (0.271006-0.000000j), (0.182681+0.000000j)
 (2.507560+0.000000j), (-0.189294-0.000000j), (0.299717+0.000000j), (-0.145789-0.000000j)
